date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:26:35	8657/8657	---M--	200	added ('OK')	application/pdf	etag:W/%228657-1409660600000%22	http://rapidbplan.editme.com/files/week2d/W7%20Fishbowl%20Blank%20Diagram.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week2d/W7%20Fishbowl%20Blank%20Diagram.pdf	(from http://rapidbplan.editme.com/week2d)
17:26:36	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:37%20GMT	http://rapidbplan.editme.com/_Login?redirect=week2d	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login2f1b.html	(from http://rapidbplan.editme.com/week2d)
17:26:36	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.5e.delayed	(from http://rapidbplan.editme.com/week3a)
17:26:38	6429/6429	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:39%20GMT	http://rapidbplan.editme.com/week3b	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week3b.html	(from http://rapidbplan.editme.com/week3a)
17:26:39	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:26:40%20GMT	http://rapidbplan.editme.com/_Login?redirect=week3a	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login8581.html	(from http://rapidbplan.editme.com/week3a)
17:26:40	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.61.delayed	(from http://rapidbplan.editme.com/week3d)
17:26:40	102680/102680	---M--	200	added ('OK')	application/pdf	etag:W/%22102680-1446592860000%22	http://rapidbplan.editme.com/files/week2d/W2a%20RapidBplan%20Company%20Information.docx.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week2d/W2a%20RapidBplan%20Company%20Information.docx.pdf	(from http://rapidbplan.editme.com/week2d)
17:26:43	66286/66286	---M--	200	added ('OK')	application/pdf	etag:W/%2266286-1409662570000%22	http://rapidbplan.editme.com/files/week2d/W8%20RapidBplan%20Competitive%20Analysis.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week2d/W8%20RapidBplan%20Competitive%20Analysis.pdf	(from http://rapidbplan.editme.com/week2d)
17:26:45	47326/47326	---M--	200	added ('OK')	application/pdf	etag:W/%2247326-1373579878000%22	http://rapidbplan.editme.com/files/weeke/WCTC%20Take%20a%20Professional%20to%20Lunch%20List.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/weeke/WCTC%20Take%20a%20Professional%20to%20Lunch%20List.pdf	(from http://rapidbplan.editme.com/week3d)
17:26:48	223423/223423	---M--	200	added ('OK')	application/vnd.ms-excel.sheet.macroenabled.12	etag:W/%22223423-1477195347000%22	http://rapidbplan.editme.com/files/Home/Rapid%20Business%20Plan%205%20Year%20Financial%20Template.xlsm	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/Home/Rapid%20Business%20Plan%205%20Year%20Financial%20Template.xlsm	(from http://rapidbplan.editme.com/week2d)
17:27:03	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.67.delayed	(from http://rapidbplan.editme.com/week4c)
17:27:03	7528/7528	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:04%20GMT	http://rapidbplan.editme.com/Week3c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Week3c.html	(from http://rapidbplan.editme.com/week3d)
17:27:03	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:04%20GMT	http://rapidbplan.editme.com/_Login?redirect=week3d	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login6e6a.html	(from http://rapidbplan.editme.com/week3d)
17:27:04	6413/6413	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:05%20GMT	http://rapidbplan.editme.com/week4d	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4d.html	(from http://rapidbplan.editme.com/week4c)
17:27:04	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.6b.delayed	(from http://rapidbplan.editme.com/week4k)
17:27:04	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:06%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login097c.html	(from http://rapidbplan.editme.com/week4c)
17:27:04	8570/8570	---M--	200	added ('OK')	image/png	etag:W/%228570-1393972877000%22	http://rapidbplan.editme.com/files/week4c/working%20capital.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4c/working%20capital.png	(from http://rapidbplan.editme.com/week4c)
17:27:05	77312/77312	---M--	200	added ('OK')	application/msword	etag:W/%2277312-1510705480000%22	http://rapidbplan.editme.com/files/week3d/Microenterprise%20Business%20Plan%20Template.doc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week3d/Microenterprise%20Business%20Plan%20Template.doc	(from http://rapidbplan.editme.com/week3d)
17:27:28	132154/132154	---M--	200	added ('OK')	application/pdf	etag:W/%22132154-1524610189000%22	http://rapidbplan.editme.com/files/week4k/W2a%20RapidBplan%20Company%20Information.docx.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W2a%20RapidBplan%20Company%20Information.docx.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:28	133919/133919	---M--	200	added ('OK')	application/pdf	etag:W/%22133919-1524610365000%22	http://rapidbplan.editme.com/files/week4k/W3aa%20RapidBplan%20Product%20and%20Services%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W3aa%20RapidBplan%20Product%20and%20Services%20Worksheet.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:40	235219/235219	---M--	200	added ('OK')	application/pdf	etag:W/%22235219-1524610189000%22	http://rapidbplan.editme.com/files/week4k/W1%20RapidBplan%20One%20Page%20Business%20Plan.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W1%20RapidBplan%20One%20Page%20Business%20Plan.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:48	125968/125968	---M--	200	added ('OK')	application/pdf	etag:W/%22125968-1524610265000%22	http://rapidbplan.editme.com/files/week4k/W3b%20RapidBplan%20Owner%20Experience%20and%20Training.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W3b%20RapidBplan%20Owner%20Experience%20and%20Training.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:49	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:50%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4k	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginedf4.html	(from http://rapidbplan.editme.com/week4k)
17:27:50	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.74.delayed	(from http://rapidbplan.editme.com/week3dd)
17:27:51	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:52%20GMT	http://rapidbplan.editme.com/_Login?redirect=week3dd	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login7826.html	(from http://rapidbplan.editme.com/week3dd)
17:27:51	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.76.delayed	(from http://rapidbplan.editme.com/week1cd)
17:27:51	9538/9538	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:53%20GMT	http://rapidbplan.editme.com/week1ce	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1ce.html	(from http://rapidbplan.editme.com/week1cd)
17:27:52	297891/297891	---M--	200	added ('OK')	application/pdf	etag:W/%22297891-1524610189000%22	http://rapidbplan.editme.com/files/week4k/W2%20RapidBplan%20Company%20Information.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W2%20RapidBplan%20Company%20Information.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:52	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:53%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1cd	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginf134.html	(from http://rapidbplan.editme.com/week1cd)
17:27:52	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.79.delayed	(from http://rapidbplan.editme.com/week1ca)
17:27:53	6318/6318	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:54%20GMT	http://rapidbplan.editme.com/week1cb	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1cb.html	(from http://rapidbplan.editme.com/week1ca)
17:27:54	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:27:55%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1ca	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login420e.html	(from http://rapidbplan.editme.com/week1ca)
17:27:55	168199/168199	---M--	200	added ('OK')	application/pdf	etag:W/%22168199-1524610265000%22	http://rapidbplan.editme.com/files/week4k/W3d%20RapidBplan%20Competitive%20Analysis.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W3d%20RapidBplan%20Competitive%20Analysis.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:55	905/905	---M--	200	added ('OK')	image/png	etag:W/%22905-1425049013000%22	http://rapidbplan.editme.com/img/button.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/img/button.png	(from http://rapidbplan.editme.com/css/settings.css)
17:27:56	1182/1182	---M--	200	added ('OK')	image/png	etag:W/%221182-1425049013000%22	http://rapidbplan.editme.com/img/settings_button.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/img/settings_button.png	(from http://rapidbplan.editme.com/css/settings.css)
17:27:56	389/389	---M--	200	added ('OK')	image/png	etag:W/%22389-1425049013000%22	http://rapidbplan.editme.com/img/settings_button_active.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/img/settings_button_active.png	(from http://rapidbplan.editme.com/css/settings.css)
17:27:56	810/810	---M--	200	added ('OK')	image/gif	etag:W/%22810-1425049024000%22	http://rapidbplan.editme.com/rt/vert_repeater.gif	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/rt/vert_repeater.gif	(from http://rapidbplan.editme.com/css/settings.css)
17:27:56	27967/27967	---M--	200	added ('OK')	application/pdf	etag:W/%2227967-1469033790000%22	http://rapidbplan.editme.com/files/files/W3c%20RapidBplan%20Your%20Market%20Research%20Plan.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/files/W3c%20RapidBplan%20Your%20Market%20Research%20Plan.pdf	(from http://rapidbplan.editme.com/files)
17:27:56	810/810	---M--	200	added ('OK')	image/gif	etag:W/%22810-1425049024000%22	http://rapidbplan.editme.com/rt/horz_repeater.gif	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/rt/horz_repeater.gif	(from http://rapidbplan.editme.com/css/settings.css)
17:27:57	1115/1115	---M--	200	added ('OK')	image/gif	etag:W/%221115-1425049024000%22	http://rapidbplan.editme.com/rt/non_repeaters.gif	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/rt/non_repeaters.gif	(from http://rapidbplan.editme.com/css/settings.css)
17:27:57	162/162	---M--	200	added ('OK')	image/png	etag:W/%22162-1425049023000%22	http://rapidbplan.editme.com/scripts/rta/grippie.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/scripts/rta/grippie.png	(from http://rapidbplan.editme.com/css/settings.css)
17:27:57	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.83.delayed	(from http://rapidbplan.editme.com/week1b)
17:27:59	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:00%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1b	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login8446.html	(from http://rapidbplan.editme.com/week1b)
17:27:59	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.86.delayed	(from http://rapidbplan.editme.com/week2b)
17:27:59	131862/131862	---M--	200	added ('OK')	application/pdf	etag:W/%22131862-1524610286000%22	http://rapidbplan.editme.com/files/week4k/W9%20RapidBplan%20market%20Research%20Report.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4k/W9%20RapidBplan%20market%20Research%20Report.pdf	(from http://rapidbplan.editme.com/week4k)
17:27:59	5831/5831	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:01%20GMT	http://rapidbplan.editme.com/week2c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week2c.html	(from http://rapidbplan.editme.com/week2b)
17:27:59	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.89.delayed	(from http://rapidbplan.editme.com/week1c)
17:28:00	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:01%20GMT	http://rapidbplan.editme.com/_Login?redirect=week2b	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login80e2.html	(from http://rapidbplan.editme.com/week2b)
17:28:00	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.8b.delayed	(from http://rapidbplan.editme.com/week3b)
17:28:00	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:01%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login8c2c.html	(from http://rapidbplan.editme.com/week1c)
17:28:01	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:02%20GMT	http://rapidbplan.editme.com/_Login?redirect=week3b	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login3bf2.html	(from http://rapidbplan.editme.com/week3b)
17:28:01	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.8d.delayed	(from http://rapidbplan.editme.com/Week3c)
17:28:01	7002/7002	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:03%20GMT	http://rapidbplan.editme.com/Week3cc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Week3cc.html	(from http://rapidbplan.editme.com/Week3c)
17:28:02	62847/62847	---M--	200	added ('OK')	application/pdf	etag:W/%2262847-1396987148000%22	http://rapidbplan.editme.com/files/weeke/Microenterprise%20Business%20Plan%20Sample%20a.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/weeke/Microenterprise%20Business%20Plan%20Sample%20a.pdf	(from http://rapidbplan.editme.com/weeke)
17:28:02	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:03%20GMT	http://rapidbplan.editme.com/_Login?redirect=Week3c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login74c8.html	(from http://rapidbplan.editme.com/Week3c)
17:28:02	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.90.delayed	(from http://rapidbplan.editme.com/week4d)
17:28:03	7307/7307	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:04%20GMT	http://rapidbplan.editme.com/week4e	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4e.html	(from http://rapidbplan.editme.com/week4d)
17:28:04	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:05%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4d	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login5aba.html	(from http://rapidbplan.editme.com/week4d)
17:28:04	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.94.delayed	(from http://rapidbplan.editme.com/week1ce)
17:28:04	6008/6008	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:06%20GMT	http://rapidbplan.editme.com/week1d	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1d.html	(from http://rapidbplan.editme.com/week1ce)
17:28:05	17951/17951	---M--	200	added ('OK')	image/png	etag:W/%2217951-1393973292000%22	http://rapidbplan.editme.com/files/week4d/loans.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4d/loans.png	(from http://rapidbplan.editme.com/week4d)
17:28:05	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.97.delayed	(from http://rapidbplan.editme.com/week1cb)
17:28:05	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:06%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1ce	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login34ea.html	(from http://rapidbplan.editme.com/week1ce)
17:28:05	7411/7411	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:07%20GMT	http://rapidbplan.editme.com/week1cc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week1cc.html	(from http://rapidbplan.editme.com/week1cb)
17:28:06	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:07%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1cb	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginc620.html	(from http://rapidbplan.editme.com/week1cb)
17:28:08	72566/72566	---M--	200	added ('OK')	application/pdf	etag:W/%2272566-1393368020000%22	http://rapidbplan.editme.com/files/week3d/W4%20RapidBplan%20Startup%20Cost%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week3d/W4%20RapidBplan%20Startup%20Cost%20Worksheet.pdf	(from http://rapidbplan.editme.com/week3d)
17:28:12	189707/189707	---M--	200	added ('OK')	image/jpeg	etag:W/%22189707-1373558480000%22	http://rapidbplan.editme.com/files/week1b/STD%20List%20Example.jpg	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week1b/STD%20List%20Example.jpg	(from http://rapidbplan.editme.com/week1b)
17:28:12	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.9a.delayed	(from http://rapidbplan.editme.com/week2c)
17:28:12	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.9c.delayed	(from http://rapidbplan.editme.com/Week3cc)
17:28:13	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:14%20GMT	http://rapidbplan.editme.com/_Login?redirect=week2c	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Logine0d1.html	(from http://rapidbplan.editme.com/week2c)
17:28:13	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.9e.delayed	(from http://rapidbplan.editme.com/week4e)
17:28:13	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:14%20GMT	http://rapidbplan.editme.com/_Login?redirect=Week3cc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginbfd7.html	(from http://rapidbplan.editme.com/Week3cc)
17:28:13	6482/6482	---M--	200	added ('OK')	image/png	etag:W/%226482-1393973830000%22	http://rapidbplan.editme.com/files/week4e/rampup.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4e/rampup.png	(from http://rapidbplan.editme.com/week4e)
17:28:13	11880/11880	---M--	200	added ('OK')	image/png	etag:W/%2211880-1393974035000%22	http://rapidbplan.editme.com/files/week4e/ramp2.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4e/ramp2.png	(from http://rapidbplan.editme.com/week4e)
17:28:13	5810/5810	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:15%20GMT	http://rapidbplan.editme.com/week4f	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4f.html	(from http://rapidbplan.editme.com/week4e)
17:28:14	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.a3.delayed	(from http://rapidbplan.editme.com/week1d)
17:28:14	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:15%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4e	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login66a0.html	(from http://rapidbplan.editme.com/week4e)
17:28:14	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.a5.delayed	(from http://rapidbplan.editme.com/week1cc)
17:28:14	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:16%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1d	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login494f.html	(from http://rapidbplan.editme.com/week1d)
17:28:14	23512/23512	---M--	200	added ('OK')	application/pdf	etag:W/%2223512-1391297750000%22	http://rapidbplan.editme.com/files/week1cc/W3%20RapidBplan%20Product%20and%20Services%20Worksheet.pdf	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week1cc/W3%20RapidBplan%20Product%20and%20Services%20Worksheet.pdf	(from http://rapidbplan.editme.com/week1cc)
17:28:16	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.a9.delayed	(from http://rapidbplan.editme.com/week4f)
17:28:16	4173/4173	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:18%20GMT	http://rapidbplan.editme.com/_Login?redirect=week1cc	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginb05e.html	(from http://rapidbplan.editme.com/week1cc)
17:28:17	6152/6152	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:19%20GMT	http://rapidbplan.editme.com/week4g	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4g.html	(from http://rapidbplan.editme.com/week4f)
17:28:17	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:19%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4f	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login1f73.html	(from http://rapidbplan.editme.com/week4f)
17:28:31	182943/182943	---M--	200	added ('OK')	image/png	etag:W/%22182943-1393974927000%22	http://rapidbplan.editme.com/files/week4f/cashadd2.png	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week4f/cashadd2.png	(from http://rapidbplan.editme.com/week4f)
17:28:39	410791/410791	---M--	200	added ('OK')	image/jpeg	etag:W/%22410791-1396982812000%22	http://rapidbplan.editme.com/files/week1cc/W3%20RapidBplan%20Product%20and%20Services%20Worksheet%20b.jpg	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/files/week1cc/W3%20RapidBplan%20Product%20and%20Services%20Worksheet%20b.jpg	(from http://rapidbplan.editme.com/week1cc)
17:28:39	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.ad.delayed	(from http://rapidbplan.editme.com/week4g)
17:28:40	6479/6479	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:42%20GMT	http://rapidbplan.editme.com/week4h	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4h.html	(from http://rapidbplan.editme.com/week4g)
17:28:40	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.b0.delayed	(from http://rapidbplan.editme.com/week4h)
17:28:40	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:42%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4g	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Loginea75.html	(from http://rapidbplan.editme.com/week4g)
17:28:40	5622/5622	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:42%20GMT	http://rapidbplan.editme.com/week4i	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4i.html	(from http://rapidbplan.editme.com/week4h)
17:28:41	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.b3.delayed	(from http://rapidbplan.editme.com/week4i)
17:28:41	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:42%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4h	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login0898.html	(from http://rapidbplan.editme.com/week4h)
17:28:41	5910/5910	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:43%20GMT	http://rapidbplan.editme.com/week4j	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/week4j.html	(from http://rapidbplan.editme.com/week4i)
17:28:41	0/-1	---M--	301	error ('')			http://rapidbplan.editme.com/Home	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/Home.b6.delayed	(from http://rapidbplan.editme.com/week4j)
17:28:41	4172/4172	---MCZ	200	added ('OK')	text/html	date:Sun,%2005%20Aug%202018%2022:28:43%20GMT	http://rapidbplan.editme.com/_Login?redirect=week4i	C:/My%20Web%20Sites/Rapidbplan/rapidbplan.editme.com/_Login1b38.html	(from http://rapidbplan.editme.com/week4i)
